title,author,assignees,number,url,state,closedAt,createdAt,updatedAt,labels,issues
I18n: games page,SinshiSmith,{'SinshiSmith'},485,https://github.com/weiks/esports-backend/pull/485,MERGED,2021-03-01T11:52:22Z,2021-02-26T10:25:05Z,2021-03-01T11:52:24Z,set(),[]
I18n: transactions page,SinshiSmith,{'SinshiSmith'},483,https://github.com/weiks/esports-backend/pull/483,MERGED,2021-03-01T11:50:13Z,2021-02-25T15:23:53Z,2021-03-01T11:50:15Z,set(),[]
I18n: profile page,SinshiSmith,{'SinshiSmith'},482,https://github.com/weiks/esports-backend/pull/482,MERGED,2021-03-01T11:16:07Z,2021-02-25T14:53:32Z,2021-03-01T11:16:12Z,set(),[]
Fixed a bug with i18next useSSR hook,Mathspy,{'Mathspy'},490,https://github.com/weiks/esports-backend/pull/490,MERGED,2021-03-01T11:08:27Z,2021-02-26T16:05:18Z,2021-03-01T11:08:58Z,set(),[]
Remove obsolete endpoint `/autoUpdateScore`,alexangc,{'alexangc'},492,https://github.com/weiks/esports-backend/pull/492,MERGED,2021-02-27T17:12:44Z,2021-02-27T16:58:48Z,2021-02-27T17:12:46Z,set(),[]
Update join,Mathspy,{'Mathspy'},481,https://github.com/weiks/esports-backend/pull/481,MERGED,2021-02-26T15:17:51Z,2021-02-25T11:46:30Z,2021-02-26T15:17:54Z,set(),[]
/events/id: Adjust wording of private message,SinshiSmith,{'SinshiSmith'},489,https://github.com/weiks/esports-backend/pull/489,MERGED,2021-02-26T14:34:24Z,2021-02-26T14:32:42Z,2021-02-26T14:34:27Z,set(),[]
Adding all slot user to queue to send push notification,rbnacharya,{'rbnacharya'},484,https://github.com/weiks/esports-backend/pull/484,MERGED,2021-02-25T17:17:35Z,2021-02-25T17:11:23Z,2021-02-25T17:17:46Z,set(),[]
Adding autoscore information to player object in match,rbnacharya,{'rbnacharya'},469,https://github.com/weiks/esports-backend/pull/469,MERGED,2021-02-25T16:57:13Z,2021-02-21T18:47:45Z,2021-02-25T16:57:17Z,set(),[]
Firebase mock improvements,Mathspy,{'Mathspy'},480,https://github.com/weiks/esports-backend/pull/480,MERGED,2021-02-25T16:56:14Z,2021-02-25T11:25:32Z,2021-02-25T16:56:17Z,set(),[]
I18n: hostpage,SinshiSmith,{'SinshiSmith'},479,https://github.com/weiks/esports-backend/pull/479,MERGED,2021-02-25T15:01:36Z,2021-02-25T11:21:51Z,2021-02-25T15:01:40Z,set(),[]
Fix undefined user crashes in CI,alexangc,{'alexangc'},478,https://github.com/weiks/esports-backend/pull/478,MERGED,2021-02-25T11:22:53Z,2021-02-24T18:33:08Z,2021-02-25T11:22:56Z,set(),[]
Fix undefined user crashes in CI,alexangc,{'alexangc'},477,https://github.com/weiks/esports-backend/pull/477,CLOSED,2021-02-24T18:32:41Z,2021-02-24T18:26:25Z,2021-02-25T11:22:56Z,set(),[]
events.json: Switch /game strings to snake_case,SinshiSmith,{'SinshiSmith'},476,https://github.com/weiks/esports-backend/pull/476,MERGED,2021-02-24T16:29:51Z,2021-02-24T16:29:03Z,2021-02-24T16:29:54Z,set(),[]
I18n homepage,SinshiSmith,{'SinshiSmith'},471,https://github.com/weiks/esports-backend/pull/471,MERGED,2021-02-24T15:55:08Z,2021-02-22T13:50:57Z,2021-02-24T15:55:10Z,set(),[]
SearchBar: Add count of joined teams/participants,SinshiSmith,{'SinshiSmith'},462,https://github.com/weiks/esports-backend/pull/462,MERGED,2021-02-19T13:08:07Z,2021-02-19T09:57:20Z,2021-02-24T14:45:53Z,set(),[]
Optimize /changestatus:finish endpoint,alexangc,{'alexangc'},444,https://github.com/weiks/esports-backend/pull/444,MERGED,2021-02-23T14:03:00Z,2021-02-12T12:20:19Z,2021-02-23T14:03:03Z,set(),[]
I18n: navigation,SinshiSmith,{'SinshiSmith'},470,https://github.com/weiks/esports-backend/pull/470,MERGED,2021-02-23T12:23:09Z,2021-02-22T11:13:58Z,2021-02-23T12:23:14Z,set(),[]
I18next: landing page,SinshiSmith,{'SinshiSmith'},461,https://github.com/weiks/esports-backend/pull/461,MERGED,2021-02-23T11:34:19Z,2021-02-18T15:11:47Z,2021-02-23T11:34:22Z,set(),[]
Switch some console.log statements to our logger,alexangc,{'alexangc'},473,https://github.com/weiks/esports-backend/pull/473,MERGED,2021-02-22T22:22:14Z,2021-02-22T22:03:37Z,2021-02-22T22:22:17Z,set(),[]
I18n: extraction script,SinshiSmith,{'SinshiSmith'},460,https://github.com/weiks/esports-backend/pull/460,MERGED,2021-02-22T09:55:56Z,2021-02-18T09:32:19Z,2021-02-22T09:55:59Z,set(),[]
Hot fixing bug in nextjs,Mathspy,{'Mathspy'},468,https://github.com/weiks/esports-backend/pull/468,MERGED,2021-02-21T11:01:51Z,2021-02-21T10:54:03Z,2021-02-21T11:01:54Z,set(),[]
Fix cancelling free events,Mathspy,{'Mathspy'},467,https://github.com/weiks/esports-backend/pull/467,MERGED,2021-02-20T14:10:11Z,2021-02-20T14:07:43Z,2021-02-20T20:49:01Z,set(),[]
/Game & /home: Hot fix,SinshiSmith,{'SinshiSmith'},465,https://github.com/weiks/esports-backend/pull/465,MERGED,2021-02-19T18:26:36Z,2021-02-19T16:37:19Z,2021-02-19T18:26:40Z,set(),[]
I18n,SinshiSmith,{'SinshiSmith'},433,https://github.com/weiks/esports-backend/pull/433,CLOSED,2021-02-19T14:33:28Z,2021-02-09T10:33:50Z,2021-02-19T14:33:29Z,set(),[]
Initial setup for i18n,Mathspy,{'Mathspy'},456,https://github.com/weiks/esports-backend/pull/456,MERGED,2021-02-19T14:18:19Z,2021-02-16T12:02:04Z,2021-02-19T14:18:27Z,set(),[]
I18n-landing page,SinshiSmith,{'SinshiSmith'},436,https://github.com/weiks/esports-backend/pull/436,CLOSED,2021-02-19T13:58:35Z,2021-02-09T13:18:51Z,2021-02-19T13:58:57Z,set(),[]
"Switch ""Start/Cancel event"" from `Button` to `ButtonWithLock`",alexangc,{'alexangc'},457,https://github.com/weiks/esports-backend/pull/457,MERGED,2021-02-16T19:40:18Z,2021-02-16T12:17:42Z,2021-02-16T19:40:20Z,set(),[]
Add delete to Firebase mock,alexangc,{'alexangc'},455,https://github.com/weiks/esports-backend/pull/455,MERGED,2021-02-16T19:39:06Z,2021-02-16T11:53:45Z,2021-02-16T19:39:10Z,set(),[]
Extracted useIsClientSide into a reusable hook,Mathspy,{'Mathspy'},454,https://github.com/weiks/esports-backend/pull/454,MERGED,2021-02-15T16:46:15Z,2021-02-15T16:35:33Z,2021-02-15T16:57:35Z,set(),[]
Unified App Contexts into a single path regardless of state,Mathspy,{'Mathspy'},451,https://github.com/weiks/esports-backend/pull/451,MERGED,2021-02-15T16:09:44Z,2021-02-15T10:32:32Z,2021-02-15T16:10:04Z,set(),[]
/events/id: Always show private message,SinshiSmith,{'SinshiSmith'},453,https://github.com/weiks/esports-backend/pull/453,MERGED,2021-02-15T14:54:04Z,2021-02-15T14:43:59Z,2021-02-15T14:54:09Z,set(),[]
Disable buttons during requests (non-exhaustive),alexangc,{'alexangc'},449,https://github.com/weiks/esports-backend/pull/449,MERGED,2021-02-15T13:37:08Z,2021-02-14T17:50:10Z,2021-02-15T13:37:27Z,set(),[]
Cleanup next backend renderer,Mathspy,{'Mathspy'},450,https://github.com/weiks/esports-backend/pull/450,MERGED,2021-02-15T12:14:52Z,2021-02-15T10:18:59Z,2021-02-15T12:14:55Z,set(),[]
Add `document.set()` method to the Firebase mock utility,alexangc,{'alexangc'},447,https://github.com/weiks/esports-backend/pull/447,MERGED,2021-02-14T10:09:18Z,2021-02-13T11:52:30Z,2021-02-14T10:09:21Z,set(),[]
Delete the obsolete component `FortniteTrackerDummyIframe`,alexangc,{'alexangc'},376,https://github.com/weiks/esports-backend/pull/376,MERGED,2021-02-13T17:37:44Z,2021-01-18T10:10:16Z,2021-02-13T17:37:46Z,set(),[]
Run Prettier,alexangc,{'alexangc'},446,https://github.com/weiks/esports-backend/pull/446,MERGED,2021-02-13T11:49:29Z,2021-02-13T11:49:20Z,2021-02-13T11:49:31Z,set(),[]
Adding 5v5 for Rainbow Seige,weiks,{'weiks'},445,https://github.com/weiks/esports-backend/pull/445,MERGED,2021-02-12T15:10:08Z,2021-02-12T15:09:51Z,2021-02-12T15:10:11Z,set(),[]
Fix event listeners leak in `remindersQueue`,alexangc,{'alexangc'},443,https://github.com/weiks/esports-backend/pull/443,MERGED,2021-02-12T11:08:49Z,2021-02-12T10:11:39Z,2021-02-12T11:08:52Z,set(),[]
Adding Quads to Warzone,weiks,{'weiks'},442,https://github.com/weiks/esports-backend/pull/442,MERGED,2021-02-12T02:16:19Z,2021-02-12T02:15:54Z,2021-02-12T02:16:24Z,set(),[]
Fix ScrimCover for absolute URLs.,alexangc,{'alexangc'},439,https://github.com/weiks/esports-backend/pull/439,MERGED,2021-02-10T10:26:17Z,2021-02-10T10:08:08Z,2021-02-10T10:26:23Z,set(),[]
Adding Nascar to games.js,weiks,{'weiks'},438,https://github.com/weiks/esports-backend/pull/438,MERGED,2021-02-09T15:44:11Z,2021-02-09T15:43:42Z,2021-02-09T15:44:11Z,set(),[]
/events/new: active button animation,SinshiSmith,{'SinshiSmith'},437,https://github.com/weiks/esports-backend/pull/437,MERGED,2021-02-09T14:22:39Z,2021-02-09T14:11:25Z,2021-02-09T15:42:35Z,set(),[]
Playwright,Mathspy,{'Mathspy'},411,https://github.com/weiks/esports-backend/pull/411,MERGED,2021-02-09T13:16:59Z,2021-01-31T18:28:17Z,2021-02-09T13:17:03Z,set(),[]
"Don't over pass React props, spread pattern dangerous",Mathspy,{'Mathspy'},434,https://github.com/weiks/esports-backend/pull/434,MERGED,2021-02-09T12:42:17Z,2021-02-09T12:16:09Z,2021-02-09T12:47:15Z,set(),[]
/host: Display Event status instead of start time for finished & cancelled,SinshiSmith,{'SinshiSmith'},435,https://github.com/weiks/esports-backend/pull/435,MERGED,2021-02-09T12:38:55Z,2021-02-09T12:38:27Z,2021-02-09T12:38:59Z,set(),[]
Removing dicebear 3rd party dependency,Mathspy,{'Mathspy'},432,https://github.com/weiks/esports-backend/pull/432,MERGED,2021-02-09T10:13:45Z,2021-02-09T09:11:12Z,2021-02-09T10:13:49Z,set(),[]
/gamertags: dashboard for Gamer Tags,SinshiSmith,{'SinshiSmith'},416,https://github.com/weiks/esports-backend/pull/416,MERGED,2021-02-08T13:59:30Z,2021-02-01T15:34:16Z,2021-02-08T13:59:49Z,set(),[]
Youtube streaming icon,Mathspy,{'Mathspy'},431,https://github.com/weiks/esports-backend/pull/431,MERGED,2021-02-08T09:32:46Z,2021-02-08T08:38:41Z,2021-02-08T11:37:53Z,set(),[]
Swapped old unconverted /scrims URLs with /events,Mathspy,{'Mathspy'},421,https://github.com/weiks/esports-backend/pull/421,MERGED,2021-02-03T14:48:03Z,2021-02-03T14:36:18Z,2021-02-07T06:45:15Z,set(),[]
When there are no discord rich presences we should return immediately,Mathspy,{'Mathspy'},412,https://github.com/weiks/esports-backend/pull/412,MERGED,2021-02-01T12:30:46Z,2021-01-31T18:46:55Z,2021-02-07T06:44:52Z,set(),[]
Fixing for caladrius api,rbnacharya,{'rbnacharya'},430,https://github.com/weiks/esports-backend/pull/430,MERGED,2021-02-06T16:54:26Z,2021-02-06T16:53:37Z,2021-02-06T16:54:29Z,set(),[]
Fix EditScrimPage using legacy React lifecycle methods,Mathspy,{'Mathspy'},429,https://github.com/weiks/esports-backend/pull/429,MERGED,2021-02-05T20:57:47Z,2021-02-05T20:55:57Z,2021-02-05T20:59:50Z,set(),[]
Fixed Link setting false to string attributes,Mathspy,{'Mathspy'},428,https://github.com/weiks/esports-backend/pull/428,MERGED,2021-02-05T19:16:37Z,2021-02-05T19:08:11Z,2021-02-05T19:16:40Z,set(),[]
BuyQuarters: Adjust placement of close button,SinshiSmith,{'SinshiSmith'},427,https://github.com/weiks/esports-backend/pull/427,MERGED,2021-02-05T15:56:34Z,2021-02-05T15:55:26Z,2021-02-05T15:56:38Z,set(),[]
Brackets UI improvements,SinshiSmith,{'SinshiSmith'},424,https://github.com/weiks/esports-backend/pull/424,MERGED,2021-02-05T15:50:12Z,2021-02-04T16:18:34Z,2021-02-05T15:50:16Z,set(),[]
/events/{id}: participants counter,SinshiSmith,{'SinshiSmith'},425,https://github.com/weiks/esports-backend/pull/425,MERGED,2021-02-05T14:16:19Z,2021-02-05T10:34:39Z,2021-02-05T14:16:21Z,set(),[]
/events/new: Fix console platform bug,SinshiSmith,{'SinshiSmith'},426,https://github.com/weiks/esports-backend/pull/426,MERGED,2021-02-05T14:15:52Z,2021-02-05T14:11:16Z,2021-02-05T14:15:55Z,set(),[]
Remove all <a />,SinshiSmith,{'SinshiSmith'},423,https://github.com/weiks/esports-backend/pull/423,MERGED,2021-02-04T11:38:42Z,2021-02-04T11:05:52Z,2021-02-04T11:38:48Z,set(),[]
Adding Chess & Hearthstone modes,weiks,{'weiks'},422,https://github.com/weiks/esports-backend/pull/422,MERGED,2021-02-04T01:13:21Z,2021-02-04T00:48:00Z,2021-02-04T01:13:24Z,set(),[]
GamePage: Include All regions events in region filter,SinshiSmith,{'SinshiSmith'},418,https://github.com/weiks/esports-backend/pull/418,MERGED,2021-02-02T09:56:51Z,2021-02-02T09:50:56Z,2021-02-02T09:56:54Z,set(),[]
Fix all platforms label,SinshiSmith,{'SinshiSmith'},415,https://github.com/weiks/esports-backend/pull/415,MERGED,2021-02-02T09:47:38Z,2021-02-01T15:15:52Z,2021-02-02T09:47:41Z,set(),[]
Fortnite vip entry,SinshiSmith,{'SinshiSmith'},417,https://github.com/weiks/esports-backend/pull/417,MERGED,2021-02-01T17:29:15Z,2021-02-01T17:13:33Z,2021-02-01T17:29:18Z,set(),[]
/events/new: Add missing css for ConfirmSection,SinshiSmith,{'SinshiSmith'},413,https://github.com/weiks/esports-backend/pull/413,MERGED,2021-02-01T15:01:33Z,2021-02-01T09:59:07Z,2021-02-01T15:01:39Z,set(),[]
/bonus: Refactor,SinshiSmith,{'SinshiSmith'},414,https://github.com/weiks/esports-backend/pull/414,MERGED,2021-02-01T13:07:39Z,2021-02-01T11:40:25Z,2021-02-01T13:07:42Z,set(),[]
/new/events: Add All Regions button,SinshiSmith,{'SinshiSmith'},410,https://github.com/weiks/esports-backend/pull/410,MERGED,2021-02-01T12:29:44Z,2021-01-30T12:34:55Z,2021-02-01T12:29:47Z,set(),[]
Allow free Fortnite events for partners & affiliates,SinshiSmith,{'SinshiSmith'},405,https://github.com/weiks/esports-backend/pull/405,MERGED,2021-01-30T17:37:16Z,2021-01-28T10:35:39Z,2021-01-30T17:37:20Z,set(),[]
Framer-motion,SinshiSmith,{'SinshiSmith'},407,https://github.com/weiks/esports-backend/pull/407,MERGED,2021-01-30T10:35:28Z,2021-01-28T14:23:02Z,2021-01-30T10:35:31Z,set(),[]
Returning error when validating tag,rbnacharya,{'rbnacharya'},408,https://github.com/weiks/esports-backend/pull/408,MERGED,2021-01-29T14:26:12Z,2021-01-28T17:39:15Z,2021-01-29T14:26:15Z,set(),[]
/events/new: UI fixes,SinshiSmith,{'SinshiSmith'},406,https://github.com/weiks/esports-backend/pull/406,MERGED,2021-01-28T11:37:49Z,2021-01-28T11:37:42Z,2021-01-28T11:37:53Z,set(),[]
Epic request,weiks,{'weiks'},404,https://github.com/weiks/esports-backend/pull/404,MERGED,2021-01-27T20:58:39Z,2021-01-27T20:55:59Z,2021-01-27T20:58:42Z,set(),[]
Rich Presence MvP,Mathspy,{'Mathspy'},402,https://github.com/weiks/esports-backend/pull/402,MERGED,2021-01-27T13:21:12Z,2021-01-25T18:19:05Z,2021-01-27T13:21:15Z,set(),[]
Delete legacy pages,SinshiSmith,{'SinshiSmith'},401,https://github.com/weiks/esports-backend/pull/401,MERGED,2021-01-27T12:26:55Z,2021-01-25T13:18:26Z,2021-01-27T12:26:58Z,set(),[]
Refactor Not Found Page,SinshiSmith,{'SinshiSmith'},400,https://github.com/weiks/esports-backend/pull/400,MERGED,2021-01-27T12:05:45Z,2021-01-25T12:30:43Z,2021-01-27T12:05:49Z,set(),[]
Refactor new scrim page,SinshiSmith,{'SinshiSmith'},379,https://github.com/weiks/esports-backend/pull/379,MERGED,2021-01-27T12:05:31Z,2021-01-18T16:20:29Z,2021-01-27T12:05:34Z,set(),[]
Autoscore and gamertags modal,SinshiSmith,{'SinshiSmith'},313,https://github.com/weiks/esports-backend/pull/313,MERGED,2021-01-27T10:52:48Z,2020-12-14T13:50:47Z,2021-01-27T11:53:08Z,set(),[]
Add debug output for Node warnings.,alexangc,{'alexangc'},403,https://github.com/weiks/esports-backend/pull/403,MERGED,2021-01-27T11:28:52Z,2021-01-27T10:38:06Z,2021-01-27T11:28:55Z,set(),[]
Firestore mock,Mathspy,{'Mathspy'},385,https://github.com/weiks/esports-backend/pull/385,MERGED,2021-01-25T19:16:43Z,2021-01-20T15:11:45Z,2021-01-25T19:16:46Z,set(),[]
Remove excessive field check in `/collectBonus`.,alexangc,{'alexangc'},397,https://github.com/weiks/esports-backend/pull/397,MERGED,2021-01-25T16:10:51Z,2021-01-25T09:25:34Z,2021-01-25T16:11:03Z,set(),[]
Fix event footer been overlapped with join bar,SinshiSmith,{'SinshiSmith'},399,https://github.com/weiks/esports-backend/pull/399,MERGED,2021-01-25T12:48:41Z,2021-01-25T12:30:13Z,2021-01-25T15:54:37Z,set(),[]
Delete Unused components,SinshiSmith,{'SinshiSmith'},398,https://github.com/weiks/esports-backend/pull/398,MERGED,2021-01-25T11:20:04Z,2021-01-25T11:13:00Z,2021-01-25T11:20:07Z,set(),[]
Fix `/changeStatus` crashes.,alexangc,{'alexangc'},395,https://github.com/weiks/esports-backend/pull/395,MERGED,2021-01-23T20:47:12Z,2021-01-23T20:33:11Z,2021-01-25T09:40:56Z,set(),"[{'assignees': set(), 'labels': set(), 'number': 392, 'title': ""[Airbrake] [Production] Cannot read property 'tag' of undefined"", 'url': 'https://github.com/weiks/esports-backend/issues/392', 'state': 'CLOSED', 'updatedAt': '2021-01-23T20:47:12Z'}]"
Disambiguate Discord association errors on frontend.,alexangc,{'alexangc'},396,https://github.com/weiks/esports-backend/pull/396,MERGED,2021-01-25T09:18:12Z,2021-01-24T17:40:40Z,2021-01-25T09:19:16Z,set(),[]
Fix `collectBonus` crashes.,alexangc,{'alexangc'},393,https://github.com/weiks/esports-backend/pull/393,MERGED,2021-01-23T20:38:37Z,2021-01-23T18:04:11Z,2021-01-25T09:02:12Z,set(),"[{'assignees': set(), 'labels': set(), 'number': 391, 'title': '[Airbrake] [Production] Value for argument ""documentPath"" is not a valid resource path. Path must be a non-empty string.', 'url': 'https://github.com/weiks/esports-backend/issues/391', 'state': 'CLOSED', 'updatedAt': '2021-01-23T20:38:37Z'}]"
Reorder games.js,weiks,{'weiks'},394,https://github.com/weiks/esports-backend/pull/394,MERGED,2021-01-23T20:02:31Z,2021-01-23T20:02:25Z,2021-01-23T20:02:34Z,set(),[]
Adding metada for universal links in android and ios apps,rbnacharya,{'rbnacharya'},390,https://github.com/weiks/esports-backend/pull/390,MERGED,2021-01-22T17:53:23Z,2021-01-22T17:14:29Z,2021-01-22T17:53:26Z,set(),[]
Fix un-clickable elements,SinshiSmith,{'SinshiSmith'},388,https://github.com/weiks/esports-backend/pull/388,MERGED,2021-01-21T15:43:41Z,2021-01-21T09:52:12Z,2021-01-21T15:43:45Z,set(),[]
Profile/Host page order upcoming events,SinshiSmith,{'SinshiSmith'},384,https://github.com/weiks/esports-backend/pull/384,MERGED,2021-01-21T15:40:30Z,2021-01-19T15:48:54Z,2021-01-21T15:40:34Z,set(),[]
Add the Discord account bind/unbind field in the dashboard.,alexangc,{'alexangc'},386,https://github.com/weiks/esports-backend/pull/386,MERGED,2021-01-21T11:57:57Z,2021-01-20T18:04:10Z,2021-01-21T11:59:37Z,set(),[]
Remove the Twitch bearer token from the logs.,alexangc,{'alexangc'},387,https://github.com/weiks/esports-backend/pull/387,MERGED,2021-01-20T18:39:52Z,2021-01-20T18:38:32Z,2021-01-20T18:45:57Z,set(),[]
[WIP] Autoscore changes in backend,rbnacharya,{'rbnacharya'},348,https://github.com/weiks/esports-backend/pull/348,MERGED,2021-01-20T17:26:12Z,2021-01-06T15:24:29Z,2021-01-20T17:26:16Z,set(),[]
Update Modern Warfare,weiks,{'weiks'},383,https://github.com/weiks/esports-backend/pull/383,MERGED,2021-01-19T12:12:24Z,2021-01-19T12:12:05Z,2021-01-19T12:12:27Z,set(),[]
/event: Fix duplicate teams and it's associated bug,SinshiSmith,{'SinshiSmith'},381,https://github.com/weiks/esports-backend/pull/381,MERGED,2021-01-19T10:32:58Z,2021-01-19T10:21:00Z,2021-01-19T10:33:03Z,set(),[]
Enable email verification if VERIFY_EMAIL env var is set,Mathspy,{'Mathspy'},377,https://github.com/weiks/esports-backend/pull/377,MERGED,2021-01-19T09:42:22Z,2021-01-18T12:35:09Z,2021-01-19T09:42:25Z,set(),[]
Removed broken filter,weiks,{'weiks'},380,https://github.com/weiks/esports-backend/pull/380,MERGED,2021-01-18T22:23:26Z,2021-01-18T22:23:20Z,2021-01-18T22:23:30Z,set(),[]
Fix duplicate teams/slots,SinshiSmith,{'SinshiSmith'},378,https://github.com/weiks/esports-backend/pull/378,MERGED,2021-01-18T16:13:37Z,2021-01-18T13:48:04Z,2021-01-18T16:13:41Z,set(),[]
Facebook Gaming,Mathspy,{'Mathspy'},372,https://github.com/weiks/esports-backend/pull/372,MERGED,2021-01-18T12:33:49Z,2021-01-17T18:36:39Z,2021-01-18T12:33:59Z,set(),[]
"Deleted the endpoint `/code`, as it is not used anymore.",alexangc,{'alexangc'},375,https://github.com/weiks/esports-backend/pull/375,MERGED,2021-01-18T10:06:09Z,2021-01-18T09:51:32Z,2021-01-18T10:06:13Z,set(),[]
Partial log cleanup / uniformisation.,alexangc,{'alexangc'},371,https://github.com/weiks/esports-backend/pull/371,MERGED,2021-01-18T09:46:31Z,2021-01-17T17:29:40Z,2021-01-18T09:46:35Z,set(),[]
Fixed host being unable to kick players.,alexangc,{'alexangc'},374,https://github.com/weiks/esports-backend/pull/374,MERGED,2021-01-17T20:39:51Z,2021-01-17T20:32:17Z,2021-01-17T20:39:54Z,set(),[]
Prevent refresh tokens overflow.,alexangc,{'alexangc'},369,https://github.com/weiks/esports-backend/pull/369,MERGED,2021-01-17T17:32:24Z,2021-01-17T12:08:15Z,2021-01-17T17:32:27Z,set(),[]
Fixed clumsy usage of the Pino logger.,alexangc,{'alexangc'},370,https://github.com/weiks/esports-backend/pull/370,MERGED,2021-01-17T15:52:09Z,2021-01-17T15:39:32Z,2021-01-17T15:52:12Z,set(),[]
The VIP stakes must be higher than the normal ones.,alexangc,{'alexangc'},367,https://github.com/weiks/esports-backend/pull/367,MERGED,2021-01-16T13:45:50Z,2021-01-16T12:55:38Z,2021-01-16T13:45:53Z,set(),[]
Unhide Modern Warfare,weiks,{'weiks'},363,https://github.com/weiks/esports-backend/pull/363,CLOSED,2021-01-16T13:42:21Z,2021-01-15T19:45:47Z,2021-01-16T13:42:28Z,set(),[]
Add Zombs + Modern Warfare,weiks,{'weiks'},368,https://github.com/weiks/esports-backend/pull/368,MERGED,2021-01-16T13:41:54Z,2021-01-16T13:41:46Z,2021-01-16T13:41:58Z,set(),[]
Fixed kick/ban player endpoints relying on frontend's data.,alexangc,{'alexangc'},365,https://github.com/weiks/esports-backend/pull/365,MERGED,2021-01-16T10:20:34Z,2021-01-16T10:13:32Z,2021-01-16T10:20:39Z,set(),[]
Referral reward attribution fix.,alexangc,{'alexangc'},362,https://github.com/weiks/esports-backend/pull/362,MERGED,2021-01-15T20:22:42Z,2021-01-15T17:11:59Z,2021-01-15T20:23:11Z,set(),[]
Removed displayed teams filtering,Mathspy,{'Mathspy'},361,https://github.com/weiks/esports-backend/pull/361,MERGED,2021-01-15T13:19:47Z,2021-01-15T13:09:21Z,2021-01-15T13:19:51Z,set(),[]
"Extracted the ""tourney invite link modal"" into its own component.",alexangc,{'alexangc'},359,https://github.com/weiks/esports-backend/pull/359,MERGED,2021-01-14T18:51:04Z,2021-01-14T17:48:54Z,2021-01-14T18:51:19Z,set(),[]
Process signups on referral links.,alexangc,{'alexangc'},314,https://github.com/weiks/esports-backend/pull/314,MERGED,2021-01-14T13:16:57Z,2020-12-14T17:23:09Z,2021-01-14T13:17:02Z,set(),[]
Rename /scrims to /events,SinshiSmith,{'SinshiSmith'},352,https://github.com/weiks/esports-backend/pull/352,MERGED,2021-01-14T01:34:51Z,2021-01-07T14:59:32Z,2021-01-14T06:22:14Z,set(),[]
/scrim: fix participants tab bug,SinshiSmith,{'SinshiSmith'},358,https://github.com/weiks/esports-backend/pull/358,MERGED,2021-01-13T04:17:23Z,2021-01-13T04:17:11Z,2021-01-13T04:17:26Z,set(),[]
Backend unit testing setup,Mathspy,{'Mathspy'},331,https://github.com/weiks/esports-backend/pull/331,MERGED,2020-12-22T13:57:41Z,2020-12-21T16:32:30Z,2021-01-12T13:26:13Z,set(),[]
Refactor ViewScrimPage phase 1,Mathspy,{'Mathspy'},357,https://github.com/weiks/esports-backend/pull/357,MERGED,2021-01-12T09:13:40Z,2021-01-12T05:38:45Z,2021-01-12T13:14:38Z,set(),[]
Remove node version pinning and use node semver ^12,Mathspy,{'Mathspy'},344,https://github.com/weiks/esports-backend/pull/344,MERGED,2021-01-04T19:00:06Z,2021-01-04T18:49:33Z,2021-01-12T11:00:00Z,set(),[]
Feature: Backend implementation for Pool,rbnacharya,{'rbnacharya'},299,https://github.com/weiks/esports-backend/pull/299,MERGED,2020-12-11T16:08:41Z,2020-12-02T08:11:49Z,2021-01-12T10:57:50Z,set(),[]
New login system,Mathspy,{'Mathspy'},170,https://github.com/weiks/esports-backend/pull/170,MERGED,2020-09-04T18:32:31Z,2020-09-01T08:17:12Z,2021-01-12T10:56:06Z,set(),[]
Disabled email verification being required,Mathspy,{'Mathspy'},165,https://github.com/weiks/esports-backend/pull/165,MERGED,2020-08-28T19:54:16Z,2020-08-28T15:47:11Z,2021-01-12T10:55:58Z,set(),[]
Scrim footer,SinshiSmith,{'SinshiSmith'},160,https://github.com/weiks/esports-backend/pull/160,MERGED,2020-08-30T12:28:33Z,2020-08-21T10:27:59Z,2021-01-12T10:55:50Z,set(),[]
Fix qbonus,Mathspy,{'Mathspy'},148,https://github.com/weiks/esports-backend/pull/148,MERGED,2020-08-07T15:08:08Z,2020-08-07T14:23:52Z,2021-01-12T10:55:44Z,set(),[]
Ignore email verification for old users,Mathspy,{'Mathspy'},143,https://github.com/weiks/esports-backend/pull/143,MERGED,2020-08-03T18:13:17Z,2020-08-03T17:56:49Z,2021-01-12T10:55:38Z,set(),[]
Use the environment to specify the environment at build time,Mathspy,{'Mathspy'},133,https://github.com/weiks/esports-backend/pull/133,MERGED,2020-07-30T15:52:10Z,2020-07-30T15:41:00Z,2021-01-12T10:55:32Z,set(),[]
Consolidating env vars into a single .env(.example),Mathspy,{'Mathspy'},131,https://github.com/weiks/esports-backend/pull/131,MERGED,2020-07-30T13:31:58Z,2020-07-30T12:24:12Z,2021-01-12T10:55:22Z,set(),[]
Updating live,Mathspy,{'Mathspy'},115,https://github.com/weiks/esports-backend/pull/115,MERGED,2020-07-23T21:20:04Z,2020-07-23T21:19:30Z,2021-01-12T10:55:03Z,set(),[]
Updating shared for better error messages,Mathspy,{'Mathspy'},114,https://github.com/weiks/esports-backend/pull/114,MERGED,2020-07-23T21:14:19Z,2020-07-23T21:13:35Z,2021-01-12T10:54:59Z,set(),[]
Updating live,Mathspy,{'Mathspy'},112,https://github.com/weiks/esports-backend/pull/112,MERGED,2020-07-21T14:02:34Z,2020-07-21T14:02:12Z,2021-01-12T10:54:54Z,set(),[]
